customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
C01319,Male,Yes,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.85,6862.08,0
C01320,Male,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,69.41,2850.14,0
C01321,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,92.67,469.66,1
C01322,Female,No,No,Yes,32,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card,75.19,2396.45,0
C01323,Female,Yes,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.46,355.32,1
C01324,Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.52,3203.65,1
C01325,Female,No,Yes,No,30,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,68.39,2078.48,0
C01326,Male,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,94.31,269.14,1
C01327,Female,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,100.15,2095.76,0
C01328,Male,No,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,86.64,1975.18,1
C01329,Female,No,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,79.19,1867.64,0
C01330,Female,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.39,1192.29,0
C01331,Male,No,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,32.42,1065.91,1
C01332,Female,No,Yes,Yes,43,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,73.4,3190.7,1
C01333,Male,No,No,No,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,77.16,1145.58,1
C01334,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,30.35,435.2,0
C01335,Male,No,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,75.51,3708.86,0
C01336,Male,No,No,No,40,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.12,2951.86,0
C01337,Female,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,24.77,952.22,0
C01338,Male,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,93.65,5904.81,0
C01339,Male,No,No,No,20,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.45,1859.05,1
C01340,Female,No,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,91.99,3564.3,0
C01341,Female,No,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.66,1540.49,1
C01342,Male,No,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,86.67,6054.49,1
C01343,Female,No,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,83.78,3781.63,1
C01344,Male,Yes,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,32.13,253.78,0
C01345,Male,No,Yes,No,55,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer,70.7,3934.11,0
C01346,Male,No,Yes,Yes,42,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,75.63,3194.09,1
C01347,Female,No,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.49,228.54,1
C01348,Female,No,Yes,Yes,59,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card,68.92,4088.01,0
C01349,Female,No,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.6,155.34,1
C01350,Female,No,No,No,22,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,64.02,1439.78,1
C01351,Male,No,No,Yes,20,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.38,1799.71,1
C01352,Male,No,No,No,10,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,84.78,864.42,0
C01353,Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,76.74,3068.27,1
C01354,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,105.05,1390.37,1
C01355,Male,No,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.37,811.35,0
C01356,Female,Yes,Yes,Yes,23,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer,75.92,1701.57,0
C01357,Male,No,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,32.01,1427.11,1
C01358,Female,No,No,No,58,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,79.41,4595.37,0
C01359,Male,No,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,74.27,2668.06,0
C01360,Female,No,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,28.28,101.68,0
C01361,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,83.85,872.64,0
C01362,Female,Yes,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.87,1992.18,1
C01363,Male,No,Yes,No,46,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,80.29,3614.13,0
C01364,Female,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.31,958.79,0
C01365,Female,No,No,No,12,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,61.48,750.46,1
C01366,Male,Yes,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.08,1566.63,1
C01367,Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.16,305.03,0
C01368,Female,No,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,89.93,789.56,1
C01369,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,26.79,1141.87,0
C01370,Female,No,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,86.77,2095.41,0
C01371,Female,No,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,109.29,1554.5,1
C01372,Male,No,No,No,28,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.21,1900.78,1
C01373,Female,No,No,Yes,41,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.17,4114.65,1
C01374,Male,Yes,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,91.4,6360.11,1
C01375,Male,Yes,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,26.81,1351.66,0
C01376,Female,No,Yes,No,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.95,1740.73,0
C01377,Male,No,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.73,2239.33,1
C01378,Male,No,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,95.8,4205.67,0
C01379,Male,Yes,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,73.42,2422.83,0
C01380,Female,No,No,No,43,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card,61.04,2610.63,0
C01381,Female,Yes,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.85,843.17,0
C01382,Female,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,26.07,925.59,1
C01383,Male,No,No,Yes,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card,71.66,4452.53,0
C01384,Male,No,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.11,855.01,0
C01385,Male,No,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,933.46,0
C01386,Female,Yes,No,No,32,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,76.32,2483.43,0
C01387,Male,No,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.42,1374.83,0
C01388,Female,No,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,83.96,2518.71,0
C01389,Male,No,Yes,No,44,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,71.86,3184.21,0
C01390,Female,Yes,Yes,No,46,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer,72.44,3319.66,0
C01391,Male,No,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,109.08,2542.33,1
C01392,Male,No,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,70.44,1117.31,0
C01393,Female,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.18,884.03,1
C01394,Female,No,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,90.12,1129.03,0
C01395,Male,No,No,No,19,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,94.0,1807.23,1
C01396,Female,Yes,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,103.75,4524.65,1
C01397,Male,No,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.4,1233.33,1
C01398,Male,No,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.49,838.85,0
C01399,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.15,520.74,1
C01400,Female,No,Yes,No,49,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer,69.71,3452.9,0
C01401,Female,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card,97.13,6165.09,0
C01402,Female,Yes,Yes,Yes,63,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,72.85,4602.37,0
C01403,Male,No,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.02,1160.77,0
C01404,Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,93.4,2040.43,1
C01405,Female,No,Yes,No,34,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,79.52,2615.97,0
C01406,Female,No,No,Yes,46,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,72.82,3385.34,0
C01407,Male,No,Yes,No,54,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,83.39,4537.94,0
C01408,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.84,463.92,1
C01409,Male,No,No,No,68,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card,58.66,3968.9,0
C01410,Male,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.71,221.87,0
C01411,Male,Yes,Yes,Yes,23,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,94.88,2224.82,0
C01412,Male,No,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.86,779.63,1
C01413,Male,No,No,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,84.66,3448.35,0
C01414,Male,Yes,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.85,2090.31,0
C01415,Female,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,106.03,5999.71,1
C01416,Male,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,78.32,4824.86,0
C01417,Male,No,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,90.9,6358.75,0
C01418,Male,Yes,Yes,No,62,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,81.39,5102.69,0
C01419,Male,No,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,78.41,595.11,1
C01420,Male,No,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,96.69,3756.29,0
C01421,Male,Yes,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.96,370.42,1
C01422,Female,No,Yes,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,1138.19,0
C01423,Female,No,No,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,78.52,3704.84,0
C01424,Female,No,No,No,61,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,90.44,5545.35,0
C01425,Female,No,No,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.23,1652.76,0
C01426,Female,No,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,102.99,2019.03,0
C01427,Female,No,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer,83.15,2435.49,0
C01428,Female,No,No,No,19,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.41,1337.98,1
C01429,Male,No,No,No,41,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,81.82,3341.15,0
C01430,Female,No,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,79.5,3296.77,0
C01431,Male,No,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,90.23,2256.41,0
C01432,Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,113.81,3076.52,1
C01433,Female,No,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card,89.92,342.48,1
C01434,Female,No,Yes,No,64,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card,66.91,4327.58,0
C01435,Female,No,No,No,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,88.12,3175.45,0
C01436,Male,No,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,77.93,962.77,0
C01437,Female,No,No,No,54,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,84.04,4533.57,0
C01438,Male,No,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.0,323.85,0
C01439,Male,No,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.83,1273.72,1
C01440,Male,No,Yes,Yes,57,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,72.71,4168.57,0
C01441,Female,No,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,109.68,5189.83,0
C01442,Female,No,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,32.51,924.67,0
C01443,Female,No,No,Yes,59,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,87.39,5151.15,0
C01444,Female,Yes,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.6,624.39,0
C01445,Female,No,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.53,3047.22,1
C01446,Male,No,Yes,Yes,59,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,72.2,4238.63,1
C01447,Male,No,No,Yes,67,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,86.61,5822.27,1
C01448,Male,No,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,101.26,1809.66,1
C01449,Male,Yes,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.84,1415.86,0
C01450,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.41,162.18,0
C01451,Male,Yes,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,110.58,775.87,1
C01452,Male,No,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.61,4196.24,1
C01453,Male,No,Yes,Yes,13,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.34,924.16,1
C01454,Male,No,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card,93.63,1011.59,0
C01455,Female,Yes,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.14,58.28,1
C01456,Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,28.05,1090.1,0
C01457,Female,No,No,No,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,77.02,1021.83,1
C01458,Female,No,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,97.37,4080.33,0
C01459,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,20.32,752.99,0
C01460,Female,No,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.25,5598.58,0
C01461,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card,79.58,3851.64,0
C01462,Male,No,No,No,18,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,61.69,1078.03,1
C01463,Female,No,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.04,540.81,0
C01464,Female,No,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,87.32,3058.32,0
C01465,Male,No,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,33.02,954.32,0
C01466,Male,Yes,No,No,31,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,68.29,2163.04,0
C01467,Female,Yes,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,112.39,5795.14,0
C01468,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.05,584.34,0
C01469,Male,No,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.12,3740.97,1
C01470,Female,No,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.93,4875.15,0
C01471,Male,Yes,Yes,Yes,52,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,86.97,4500.97,0
C01472,Female,No,No,No,32,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,74.49,2405.19,1
C01473,Female,No,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.76,633.04,1
C01474,Female,Yes,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,98.65,4754.32,0
C01475,Male,No,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,97.75,5084.17,1
C01476,Male,No,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,26.77,490.53,0
